"","symbol","PC1 Percent Contribution","Loading"
"ENSG00000145414","NAF1","0.00389746457945898","0.0131730461257967"
"ENSG00000115806","GORASP2","0.00389741549786172","0.0131729631800551"
"ENSG00000244617","ASPRV1","0.00389610566208854","-0.0131707494221977"
"ENSG00000065060","UHRF1BP1","0.00389589820909387","0.013170398771058"
"ENSG00000027697","IFNGR1","0.00389522253315336","0.0131692566329715"
"ENSG00000162889","MAPKAPK2","0.00389420780875049","0.0131675411935627"
"ENSG00000155876","RRAGA","0.00389314563469997","0.0131657452988528"
"ENSG00000168970","JMJD7-PLA2G4B","0.00389270847038338","-0.0131650060822693"
"ENSG00000118246","FASTKD2","0.00388730278524671","0.0131558619860849"
"ENSG00000163145","C1QTNF7","0.0038860771847039","-0.0131537879126753"
"ENSG00000112096","SOD2","0.00388589663401471","0.0131534823406362"
"ENSG00000153113","CAST","0.00388418269209946","0.0131505812352703"
"ENSG00000148840","PPRC1","0.00388180958293483","0.0131465633329839"
"ENSG00000112578","BYSL","0.00388153234761309","0.0131460938667833"
"ENSG00000065548","ZC3H15","0.00387832200448193","0.0131406562974932"
"ENSG00000138468","SENP7","0.0038774378796387","-0.0131391584018986"
"ENSG00000010322","NISCH","0.00387640991607428","-0.013137416598182"
"ENSG00000119812","FAM98A","0.00387634965757301","0.0131373144877076"
"ENSG00000185015","CA13","0.0038747661035526","0.0131346308066537"
"ENSG00000189266","PNRC2","0.00387455685195316","0.0131342761427155"
"ENSG00000100335","MIEF1","0.00387349268589469","0.0131324723221425"
"ENSG00000259706","HSP90B2P","0.00387205518388849","-0.0131300352829343"
"ENSG00000137767","SQOR","0.00387136714474571","0.0131288686699669"
"ENSG00000124380","SNRNP27","0.00387098051148499","0.0131282130638391"
"ENSG00000133818","RRAS2","0.00386817770334295","0.0131234594199834"
"ENSG00000134070","IRAK2","0.00386759190254575","0.0131224656672836"
"ENSG00000170027","YWHAG","0.00386748160593287","0.0131222785516479"
"ENSG00000152944","MED21","0.003866752951627","0.01312104233954"
"ENSG00000148600","CDHR1","0.00386370900770205","-0.0131158768194069"
"ENSG00000084090","STARD7","0.00386369399504984","0.0131158513381545"
"ENSG00000155438","NIFK","0.0038634941172132","0.0131155120770872"
"ENSG00000112378","PERP","0.00386079893590396","0.013110936575104"
"ENSG00000187609","EXD3","0.00386035596339992","-0.013110184405527"
"ENSG00000174243","DDX23","0.00386006738412552","0.0131096943732286"
"ENSG00000164134","NAA15","0.00385851767722325","0.0131070625249555"
"ENSG00000142864","SERBP1","0.00385844534989832","0.0131069396794366"
"ENSG00000172466","ZNF24","0.0038577806094551","0.0131058105863181"
"ENSG00000112237","CCNC","0.00385587756981038","0.0131025776453821"
"ENSG00000165935","SMCO2","0.00385585747430127","0.0131025435022711"
"ENSG00000214021","TTLL3","0.00385539100139167","-0.0131017509202714"
"ENSG00000164327","RICTOR","0.00385507497625373","0.0131012139361507"
"ENSG00000169813","HNRNPF","0.00385417636672334","0.0130996869150275"
"ENSG00000172403","SYNPO2","0.00385198063499914","-0.0130959549249462"
"ENSG00000142065","ZFP14","0.00385156613730453","-0.0130952503018346"
"ENSG00000116406","EDEM3","0.00384951845197556","0.0130917687937991"
"ENSG00000044115","CTNNA1","0.00384889530186887","0.0130907091200498"
"ENSG00000079332","SAR1A","0.00384875187245082","0.0130904652045707"
"ENSG00000104671","DCTN6","0.00384814119371246","0.0130894266359426"
"ENSG00000139163","ETNK1","0.00384782206034192","0.013088883859672"
"ENSG00000099949","LZTR1","0.00384466597175263","-0.013083514828743"
"ENSG00000258168","NULL","0.0038444501853787","-0.0130831476598056"
"ENSG00000175463","TBC1D10C","0.00384420604027555","-0.0130827322249586"
"ENSG00000105270","CLIP3","0.0038437270912958","-0.0130819172118757"
"ENSG00000282608","ADORA3","0.00384229807193823","-0.0130794851907735"
"ENSG00000103415","HMOX2","0.00384151475301832","0.0130781518831735"
"ENSG00000253636","NULL","0.00383957487319405","-0.0130748493777499"
"ENSG00000161277","THAP8","0.00383676645778407","-0.0130700667746382"
"ENSG00000243725","TTC4","0.00383643250869569","0.0130694979581736"
"ENSG00000102572","STK24","0.00383641457811109","0.0130694674162558"
"ENSG00000007866","TEAD3","0.00383623342227291","0.0130691588419051"
"ENSG00000134697","GNL2","0.00383420681719232","0.0130657062987821"
"ENSG00000237886","NULL","0.00383226330320627","-0.0130623944532222"
"ENSG00000221994","ZNF630","0.00383098365138956","-0.0130602134036598"
"ENSG00000120889","TNFRSF10B","0.00383063749591715","0.0130596233507022"
"ENSG00000134247","PTGFRN","0.0038303013952234","0.0130590504115037"
"ENSG00000134453","RBM17","0.00382990654202927","0.0130583772868418"
"ENSG00000223396","NULL","0.00382783402364125","-0.0130548435988706"
"ENSG00000171161","ZNF672","0.00382404830773075","0.013048386402138"
"ENSG00000165527","ARF6","0.0038228111423458","0.0130462755085829"
"ENSG00000254838","GVINP1","0.00382168233765099","-0.0130443492056888"
"ENSG00000260244","NULL","0.0038212323950797","-0.0130435813003182"
"ENSG00000048162","NOP16","0.00382082580449475","0.0130428873437769"
"ENSG00000170100","ZNF778","0.00382031599089463","0.0130420171571318"
"ENSG00000145919","BOD1","0.00381984414543493","0.0130412117255103"
"ENSG00000099889","ARVCF","0.00381925658844022","-0.013040208706859"
"ENSG00000073921","PICALM","0.00381885320960193","0.0130395200541049"
"ENSG00000064490","RFXANK","0.0038184339468852","-0.013038804245672"
"ENSG00000114098","ARMC8","0.00381494786008377","0.0130328509172527"
"ENSG00000100429","HDAC10","0.00381344621231656","-0.0130302856557541"
"ENSG00000180817","PPA1","0.00381295394631396","0.0130294446089304"
"ENSG00000068878","PSME4","0.00380964620165123","0.013023791848965"
"ENSG00000147324","MFHAS1","0.00380905603662455","0.0130227830303302"
"ENSG00000116833","NR5A2","0.00380839121283277","0.0130216464975877"
"ENSG00000175324","LSM1","0.00380706742788783","0.0130193831589697"
"ENSG00000173465","ZNRD2","0.00380672457446779","0.0130187969018795"
"ENSG00000101577","LPIN2","0.0038065564828248","0.0130185094664377"
"ENSG00000134283","PPHLN1","0.00380635691741903","0.0130181682028589"
"ENSG00000146457","WTAP","0.00380380051798211","0.0130137958819989"
"ENSG00000181915","ADO","0.00380338015460151","0.0130130767756271"
"ENSG00000135926","TMBIM1","0.00380124512881073","0.0130094238204231"
"ENSG00000156256","USP16","0.00380068837921408","0.0130084710725142"
"ENSG00000245060","LINC00847","0.00379956570148516","-0.0130065496575036"
"ENSG00000152102","FAM168B","0.0037983858441351","0.0130045300760672"
"ENSG00000196440","ARMCX4","0.00379498384608624","-0.0129987050627165"
"ENSG00000108588","CCDC47","0.00379493925432453","0.0129986286938985"
"ENSG00000132128","LRRC41","0.00379479811243131","0.012998386968274"
"ENSG00000154856","APCDD1","0.00379433049252306","-0.0129975860703599"
"ENSG00000164023","SGMS2","0.00379322734464038","0.0129956965009227"
"ENSG00000131148","EMC8","0.00379316876667235","0.0129955961557069"
"ENSG00000142599","RERE","0.00379308185259617","-0.0129954472687506"
"ENSG00000129675","ARHGEF6","0.00379267223744843","-0.0129947455602219"
"ENSG00000100575","TIMM9","0.00379228028776808","0.0129940740787906"
"ENSG00000067560","RHOA","0.00378953798389427","0.012989375040054"
"ENSG00000185513","L3MBTL1","0.00378835938751397","-0.0129873549493467"
"ENSG00000113643","RARS1","0.00378826122339931","0.0129871866838353"
"ENSG00000132768","DPH2","0.00378796613433511","0.0129866808513209"
"ENSG00000077147","TM9SF3","0.00378705147414231","0.0129851128440143"
"ENSG00000136271","DDX56","0.00378597737598095","0.0129832712695055"
"ENSG00000173744","AGFG1","0.00378564761891138","0.0129827058384039"
"ENSG00000153827","TRIP12","0.00378518901268229","0.0129819194300137"
"ENSG00000185728","YTHDF3","0.0037822446624538","0.0129768693845194"
"ENSG00000139505","MTMR6","0.00378120673122903","0.0129750886929834"
"ENSG00000076604","TRAF4","0.00377965433570349","0.0129724249220119"
"ENSG00000160808","MYL3","0.0037783827091908","-0.0129702425177868"
"ENSG00000140650","PMM2","0.00377764490881877","0.012968976113919"
"ENSG00000159871","LYPD5","0.00377669406593811","0.0129673438489804"
"ENSG00000204959","NULL","0.00377618548482514","0.0129664707085975"
"ENSG00000143155","TIPRL","0.00377610000999285","0.0129663239582345"
"ENSG00000137343","ATAT1","0.00377593397500988","-0.0129660388906995"
"ENSG00000093167","LRRFIP2","0.00377503575656814","0.0129644966195668"
"ENSG00000154864","PIEZO2","0.00377318215038645","-0.0129613133355841"
"ENSG00000247809","NR2F2-AS1","0.00377124820334326","-0.0129579912449206"
"ENSG00000112299","VNN1","0.00376938220341332","0.01295478506474"
"ENSG00000167578","RAB4B","0.00376822383775339","-0.0129527943497611"
"ENSG00000114735","HEMK1","0.00376709512066161","-0.0129508542931233"
"ENSG00000233377","NULL","0.00376685908291535","-0.0129504485510001"
"ENSG00000113194","FAF2","0.00376652803061991","0.0129498794601704"
"ENSG00000174109","C16orf91","0.00376633892678784","0.012949554372643"
"ENSG00000138443","ABI2","0.00376620651466676","-0.0129493267387171"
"ENSG00000091039","OSBPL8","0.00376615358264572","0.0129492357404618"
"ENSG00000029153","ARNTL2","0.00376614436143818","0.0129492198877276"
"ENSG00000156475","PPP2R2B","0.00376475070032252","-0.0129468237376642"
"ENSG00000165502","RPL36AL","0.00376126732955594","0.0129408327667182"
"ENSG00000138750","NUP54","0.00376025966282179","0.0129390991861132"
"ENSG00000178033","CALHM5","0.00375943786071617","-0.0129376851933372"
"ENSG00000143179","UCK2","0.00375935791581668","0.0129375476318879"
"ENSG00000257489","NULL","0.00375818697416965","-0.0129355326211475"
"ENSG00000005249","PRKAR2B","0.0037544608620016","-0.0129291184647035"
"ENSG00000105976","MET","0.0037536818626697","0.0129277770874047"
"ENSG00000164163","ABCE1","0.00375341518947204","0.0129273178645652"
"ENSG00000167721","TSR1","0.00375247053732706","0.0129256910012432"
"ENSG00000236871","LINC00106","0.00375240436228166","-0.0129255770280685"
"ENSG00000189376","C8orf76","0.00375224899102341","0.0129253094284496"
"ENSG00000114784","EIF1B","0.00375174524109063","0.0129244417698373"
"ENSG00000101220","C20orf27","0.00375127531996334","-0.0129236323254256"
"ENSG00000125148","MT2A","0.00375091319844461","0.0129230085324601"
"ENSG00000170185","USP38","0.00375079541799269","0.0129228056365714"
"ENSG00000148175","STOM","0.00375068230274321","0.01292261077425"
"ENSG00000184014","DENND5A","0.00374985635931461","0.0129211878420671"
"ENSG00000113282","CLINT1","0.00374984790198775","0.0129211732710062"
"ENSG00000144134","RABL2A","0.00374931091867735","-0.0129202480731055"
