"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ensembl","symbol"
"11012.227","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000107404","DVL1"
"11012.228","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000161202","DVL3"
"11012.229","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000157540","DYRK1A"
"11012.230","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000136827","TOR1A"
"11012.231","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000101412","E2F1"
"11012.232","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000205250","E2F4"
"11012.233","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000133740","E2F5"
"11012.234","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000167967","E4F1"
"11012.235","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000114346","ECT2"
"11012.236","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000158813","EDA"
"11012.237","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000134686","PHC2"
"11012.238","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000156508","EEF1A1"
"11012.239","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000167658","EEF2"
"11012.240","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000143486","EIF2D"
"11012.241","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000134001","EIF2S1"
"11012.242","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000151247","EIF4E"
"11012.243","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000114867","EIF4G1"
"11012.244","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000066629","EML1"
"11012.245","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000102119","EMD"
"11012.246","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000072518","MARK2"
"11012.247","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000085733","CTTN"
"11012.248","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000074800","ENO1"
"11012.249","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000100393","EP300"
"11012.250","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000159023","EPB41"
"11012.251","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000088367","EPB41L1"
"11012.252","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000079819","EPB41L2"
"11012.253","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000158856","DMTN"
"11012.254","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000148175","STOM"
"11012.255","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000012061","ERCC1"
"11012.256","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000104884","ERCC2"
"11012.257","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000175595","ERCC4"
"11012.258","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000134899",NA
"11012.259","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000225830",NA
"11012.260","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000091831","ESR1"
"11012.261","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000173153","ESRRA"
"11012.262","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000117036","ETV3"
"11012.263","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000175832","ETV4"
"11012.264","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000139083","ETV6"
"11012.265","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000072840","EVC"
"11012.266","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000182944","EWSR1"
"11012.267","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000158161","EYA3"
"11012.268","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000106462","EZH2"
"11012.269","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000117480","FAAH"
"11012.270","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000170323","FABP4"
"11012.271","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000144554","FANCD2"
"11012.272","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000123983","ACSL3"
"11012.273","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000068366","ACSL4"
"11012.274","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000120899","PTK2B"
"11012.275","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000171634","BPTF"
"11012.276","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000221829","FANCG"
"11012.277","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168496","FEN1"
"11012.278","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000151422","FER"
"11012.279","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000182511","FES"
"11012.280","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000102302","FGD1"
"11012.281","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000113578","FGF1"
"11012.282","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000129682","FGF13"
"11012.283","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000077782","FGFR1"
"11012.284","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000000938","FGR"
"11012.285","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000189283","FHIT"
"11012.286","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000115641","FHL2"
"11012.287","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000183386","FHL3"
"11012.288","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000088832","FKBP1A"
"11012.289","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000119782","FKBP1B"
"11012.290","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000004478","FKBP4"
"11012.291","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000054598","FOXC1"
"11012.292","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000143631","FLG"
"11012.293","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000196924","FLNA"
"11012.294","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000136068","FLNB"
"11012.295","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000128591","FLNC"
"11012.296","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000132589","FLOT2"
"11012.297","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000102755","FLT1"
"11012.298","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000102081","FMR1"
"11012.299","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168522","FNTA"
"11012.300","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000257365",NA
"11012.301","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000102384","CENPI"
"11012.302","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000082074","FYB1"
"11012.303","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000010810","FYN"
"11012.304","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000196419","XRCC6"
"11012.305","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000154727","GABPA"
"11012.306","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000104064","GABPB1"
"11012.307","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000111640","GAPDH"
"11012.308","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000148935","GAS2"
"11012.309","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000141013","GAS8"
"11012.310","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000107485","GATA3"
"11012.311","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000117228","GBP1"
"11012.312","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000162645","GBP2"
"11012.313","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000108773","KAT2A"
"11012.314","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000164949","GEM"
"11012.315","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000112964","GHR"
"11012.316","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000119392","GLE1"
"11012.317","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000111087","GLI1"
"11012.318","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000074047","GLI2"
"11012.319","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000106571","GLI3"
"11012.320","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000127955","GNAI1"
"11012.321","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000114353","GNAI2"
"11012.322","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000065135","GNAI3"
"11012.323","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000167110","GOLGA2"
"11012.324","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000090615","GOLGA3"
"11012.325","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000164850","GPER1"
"11012.326","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000177885","GRB2"
"11012.327","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000141738","GRB7"
"11012.328","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000113580","NR3C1"
"11012.329","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000160007","ARHGAP35"
"11012.330","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000132463","GRSF1"
"11012.331","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000082701","GSK3B"
"11012.332","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000148180","GSN"
"11012.333","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000116062","MSH6"
"11012.334","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000137947","GTF2B"
"11012.335","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000188342","GTF2F2"
"11012.336","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000077235","GTF3C1"
"11012.337","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000136732","GYPC"
"11012.338","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000111713","GYS2"
"11012.339","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000189060","H1F0"
"11012.340","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000187837","HIST1H1C"
"11012.341","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168298","HIST1H1E"
"11012.342","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000277075","HIST1H2AE"
"11012.343","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000188486","H2AFX"
"11012.344","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000164032","H2AFZ"
"11012.345","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000158373","HIST1H2BD"
"11012.346","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000163041","H3F3A"
"11012.347","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000132475","H3F3B"
"11012.348","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000084754","HADHA"
"11012.349","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000138029","HADHB"
"11012.350","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000206172","HBA1"
"11012.351","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000188536","HBA2"
"11012.352","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000101336","HCK"
"11012.353","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000197386","HTT"
"11012.354","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000116478","HDAC1"
"11012.355","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000196591","HDAC2"
"11012.356","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000119969","HELLS"
"11012.357","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000010704","HFE"
"11012.358","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000177374","HIC1"
"11012.359","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000127946","HIP1"
"11012.360","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000169567","HINT1"
"11012.361","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000204859","ZBTB48"
"11012.362","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000159267","HLCS"
"11012.363","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000189403","HMGB1"
"11012.364","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000164104","HMGB2"
"11012.365","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000029993","HMGB3"
"11012.366","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000205581","HMGN1"
"11012.367","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000198830","HMGN2"
"11012.368","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000137309","HMGA1"
"11012.369","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000072571","HMMR"
"11012.370","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000100292","HMOX1"
"11012.371","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000129514","FOXA1"
"11012.372","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000170608","FOXA3"
"11012.373","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000174669","SLC29A2"
"11012.374","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000122566","HNRNPA2B1"
"11012.375","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000092199","HNRNPC"
"11012.376","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000165119","HNRNPK"
"11012.377","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000153187","HNRNPU"
"11012.378","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000182742","HOXB4"
"11012.379","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000120075","HOXB5"
"11012.380","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000130528","HRC"
"11012.381","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000160310","PRMT2"
"11012.382","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000230989","HSBP1"
"11012.383","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000086061","DNAJA1"
"11012.384","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000126803","HSPA2"
"11012.385","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000173110","HSPA6"
"11012.386","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000109971","HSPA8"
"11012.387","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000113013","HSPA9"
"11012.388","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000106211","HSPB1"
"11012.389","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000132002","DNAJB1"
"11012.390","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000136273","HUS1"
"11012.391","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000167862","MRPL58"
"11012.392","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000125968","ID1"
"11012.393","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000067829","IDH3G"
"11012.394","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000163565","IFI16"
"11012.395","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168214","RBPJ"
"11012.396","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000113141","IK"
"11012.397","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000143621","ILF2"
"11012.398","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000129351","ILF3"
"11012.399","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000166333","ILK"
"11012.400","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000149503","INCENP"
"11012.401","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000131203","IDO1"
"11012.402","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168556","ING2"
"11012.403","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000165458","INPPL1"
"11012.404","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000104408","EIF3E"
"11012.405","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000197429","IPP"
"11012.406","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000184216","IRAK1"
"11012.407","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000125347","IRF1"
"11012.408","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000137265","IRF4"
"11012.409","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000172183","ISG20"
"11012.410","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000242372","EIF6"
"11012.411","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000115221","ITGB6"
"11012.412","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000150995","ITPR1"
"11012.413","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000096433","ITPR3"
"11012.414","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000162434","JAK1"
"11012.415","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000096968","JAK2"
"11012.416","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000105639","JAK3"
"11012.417","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000177606","JUN"
"11012.418","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000171223","JUNB"
"11012.419","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000130522","JUND"
"11012.420","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000173801","JUP"
"11012.421","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000131398","KCNC3"
"11012.422","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000180509",NA
"11012.423","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000121361","KCNJ8"
"11012.424","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000080709","KCNN2"
"11012.425","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000068796","KIF2A"
"11012.426","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000084731","KIF3C"
"11012.427","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000170759","KIF5B"
"11012.428","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000140859","KIFC3"
"11012.429","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000126214","KLC1"
"11012.430","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000138160","KIF11"
"11012.431","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000079616","KIF22"
"11012.432","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000108424","KPNB1"
