"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","ensembl","symbol"
"11012.433","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000065150","IPO5"
"11012.434","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000135480","KRT7"
"11012.435","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000170421","KRT8"
"11012.436","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000186395","KRT10"
"11012.437","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000111057","KRT18"
"11012.438","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000171345","KRT19"
"11012.439","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000159166","LAD1"
"11012.440","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168028","RPSA"
"11012.441","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000117632","STMN1"
"11012.442","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000002834","LASP1"
"11012.443","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000182866","LCK"
"11012.444","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000136167","LCP1"
"11012.445","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000174405","LIG4"
"11012.446","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000099204","ABLIM1"
"11012.447","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000107798","LIPA"
"11012.448","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000079435","LIPE"
"11012.449","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000073350","LLGL2"
"11012.450","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000074695","LMAN1"
"11012.451","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000160789","LMNA"
"11012.452","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000113368","LMNB1"
"11012.453","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000012211","PRICKLE3"
"11012.454","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000134013","LOXL2"
"11012.455","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000118308","LRMP"
"11012.456","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000130592","LSP1"
"11012.457","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000135387","CAPRIN1"
"11012.458","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000188554","NBR1"
"11012.459","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000277443","MARCKS"
"11012.460","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000059728","MXD1"
"11012.461","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000164109","MAD2L1"
"11012.462","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000175387","SMAD2"
"11012.463","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000166949","SMAD3"
"11012.464","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000141646","SMAD4"
"11012.465","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000101665","SMAD7"
"11012.466","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000178573","MAF"
"11012.467","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000111837","MAK"
"11012.468","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000166963","MAP1A"
"11012.469","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000131711","MAP1B"
"11012.470","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000078018","MAP2"
"11012.471","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000047849","MAP4"
"11012.472","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000171533","MAP6"
"11012.473","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000116141","MARK1"
"11012.474","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000166986","MARS"
"11012.475","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000125952","MAX"
"11012.476","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000141644","MBD1"
"11012.477","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000152601","MBNL1"
"11012.478","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000073111","MCM2"
"11012.479","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000112118","MCM3"
"11012.480","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000104738","MCM4"
"11012.481","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000100297","MCM5"
"11012.482","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000076003","MCM6"
"11012.483","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000166508","MCM7"
"11012.484","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000128590","DNAJB9"
"11012.485","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000135679","MDM2"
"11012.486","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000169057","MECP2"
"11012.487","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000068305","MEF2A"
"11012.488","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000081189","MEF2C"
"11012.489","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000116604","MEF2D"
"11012.490","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000103313","MEFV"
"11012.491","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000167461","RAB8A"
"11012.492","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000133895","MEN1"
"11012.493","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000037897","METTL1"
"11012.494","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000049130","KITLG"
"11012.495","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000101871","MID1"
"11012.496","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000066427","ATXN3"
"11012.497","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000148773","MKI67"
"11012.498","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000178053","MLF1"
"11012.499","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000076242","MLH1"
"11012.500","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000173327","MAP3K11"
"11012.501","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000130382","MLLT1"
"11012.502","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000171843","MLLT3"
"11012.503","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000087245","MMP2"
"11012.504","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000157227","MMP14"
"11012.505","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000163563","MNDA"
"11012.506","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000155363","MOV10"
"11012.507","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000103152","MPG"
"11012.508","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000130830","MPP1"
"11012.509","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000020922","MRE11"
"11012.510","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000128641","MYO1B"
"11012.511","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000095002","MSH2"
"11012.512","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000147065","MSN"
"11012.513","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000164078","MST1R"
"11012.514","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000171100","MTM1"
"11012.515","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000142347","MYO1F"
"11012.516","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000185499","MUC1"
"11012.517","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000119950","MXI1"
"11012.518","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000101057","MYBL2"
"11012.519","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000133055","MYBPH"
"11012.520","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000136997","MYC"
"11012.521","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000134323","MYCN"
"11012.522","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000109063","MYH3"
"11012.523","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000100345","MYH9"
"11012.524","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000133026","MYH10"
"11012.525","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000160808","MYL3"
"11012.526","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000198336","MYL4"
"11012.527","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000215375","MYL5"
"11012.528","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000092841","MYL6"
"11012.529","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000065534","MYLK"
"11012.530","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000197879","MYO1C"
"11012.531","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000176658","MYO1D"
"11012.532","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000157483","MYO1E"
"11012.533","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000197535","MYO5A"
"11012.534","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000167306","MYO5B"
"11012.535","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000196586","MYO6"
"11012.536","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000137474","MYO7A"
"11012.537","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000169994","MYO7B"
"11012.538","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000066933","MYO9A"
"11012.539","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000099331","MYO9B"
"11012.540","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000145555","MYO10"
"11012.541","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000058272","PPP1R12A"
"11012.542","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000077157","PPP1R12B"
"11012.543","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000099783","HNRNPM"
"11012.544","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000132780","NASP"
"11012.545","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000103274","NUBP1"
"11012.546","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000104320","NBN"
"11012.547","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000116701","NCF2"
"11012.548","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000158092","NCK1"
"11012.549","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000115053","NCL"
"11012.550","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000182636","NDN"
"11012.551","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000267855","NDUFA7"
"11012.552","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000183091","NEB"
"11012.553","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000004779","NDUFAB1"
"11012.554","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000069869","NEDD4"
"11012.555","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000168385","SEPT2"
"11012.556","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000198755","RPL10A"
"11012.557","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000111859","NEDD9"
"11012.558","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000100285","NEFH"
"11012.559","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000137601","NEK1"
"11012.560","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000117650","NEK2"
"11012.561","GO:0043232",2.70347153957433e-15,1,351,3573,"intracellular non-membrane-bounded organelle","CC","ENSG00000196712","NF1"
